Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/21/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cameroon,CMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,956.456041,947.8252378,955.9103779,970.0550609,982.0522476,979.1422767,1000.55475,870.27322,903.1805443,924.1843794,928.9599978,936.8702762,937.0888773,961.3555834,1036.101478,1121.252352,1030.335836,1139.00371,1350.002998,1390.011368,1322.608358,1502.407734,1566.731923,1623.54003,1691.651812,1772.07232,1833.989945,1739.593126,1554.722004,1480.756852,1349.632654,1261.039357,1187.658532,1063.461498,1056.98901,1065.119526,1083.284822,1111.55138,1132.952026,1152.354548,1163.43141,1183.43807,1201.912083,1224.161026,1272.851204,1264.1544,1272.882674,1299.290928,1308.235499,1300.84144,1309.122208,1326.646015,1349.951713,1385.235437,1428.215673,1469.637741,1495.443362,1503.534595
"Congo, Dem. Rep.",COD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1038.932546,903.1257682,1067.059379,1094.006462,1039.40291,1021.60854,1060.781092,1020.815862,1034.918308,1099.733636,1066.828558,1100.482424,1073.064482,1129.935682,1134.363763,1048.609129,965.2584817,944.9862803,869.1285554,848.8107984,844.5495257,842.5984183,818.229341,809.6955122,833.5329761,816.0797008,832.2302995,831.6243737,811.9893102,777.2428749,702.0829465,619.6827419,533.3598836,443.843661,411.2817884,400.9974303,385.992833,355.5041384,341.8498002,319.7079274,290.1676935,276.3373273,276.2548929,282.8426078,292.541949,300.7514453,306.7181759,315.4588336,324.2420875,322.6204891,334.2317394,345.4812198,357.8164082,375.4442663,397.5820234,411.279136,407.5637142,409.1173695
"Congo, Rep.",COG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1429.997975,1510.258195,1547.83496,1446.477873,1461.712349,1474.627347,1454.059022,1444.128307,1511.09974,1579.014679,1630.607647,1704.778394,1795.679007,1884.338925,1971.463565,2060.642914,2018.708096,1785.019036,1844.328114,1967.484937,2248.057015,2567.763368,3081.766056,3168.048773,3292.426553,3162.20222,2864.09216,2791.563191,2764.417295,2760.264507,2713.101285,2703.519005,2699.573097,2600.989475,2391.310326,2418.426747,2452.138075,2368.340133,2387.561298,2260.729824,2364.612918,2387.848636,2430.285145,2383.359123,2395.819621,2503.312055,2573.509881,2447.511634,2496.502308,2595.748499,2737.34233,2751.91068,2782.111882,2806.347432,2922.973185,2925.527748,2771.397345,2576.396117
Colombia,COL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2213.222868,2260.898617,2313.930034,2310.702465,2390.562774,2390.254415,2443.787179,2472.247446,2556.427094,2648.892091,2759.927008,2852.950852,3000.892712,3131.387818,3238.233221,3237.612663,3317.66718,3377.693197,3581.030083,3688.701544,3753.435274,3752.069906,3702.688418,3677.739594,3718.09646,3751.149747,3887.654308,4013.52856,4093.992537,4152.192811,4319.93045,4336.662684,4472.686276,4497.982343,4679.241776,4841.367135,4862.068052,4951.246421,4904.74819,4629.498032,4764.167747,4774.975609,4825.831999,4945.95797,5139.976626,5312.082352,5596.734741,5910.29238,6048.094531,6078.315455,6250.655044,6592.402325,6789.525501,7051.04027,7291.691868,7446.182401,7531.982578,7600.759144
Comoros,COM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,873.145314,878.9744608,908.3719281,926.2427111,938.1588602,932.8967132,923.234882,911.2171859,908.4307727,853.8546318,871.2490295,800.3647522,843.6137968,844.1646354,777.1288938,782.9677298,751.9239347,761.462178,751.129339,746.0924069,806.4294733,805.1555286,804.2113184,801.7987558,798.0105715,801.3334599,803.113048,790.3674769,774.6849213,770.9947111,769.1742883,770.3227581,774.4709894,782.5169021,779.8398219,769.477378,768.4389602,769.9297656
Cabo Verde,CPV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,673.8226401,718.3787301,724.5524212,777.6236288,791.3169562,844.2265261,854.5968411,878.4989475,917.6854241,954.0208394,941.8014247,933.0532367,1008.714364,1067.066345,1237.739756,1377.419608,1496.609674,1624.702966,1787.999121,1946.851397,2179.984807,2185.253822,2257.316672,2310.49442,2505.172505,2639.382638,2813.185404,3202.379263,3378.646197,3300.550986,3312.825985,3405.78186,3403.03108,3389.940005,3369.642709,3362.209968,3447.560077,3536.956871
Costa Rica,CRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2856.531178,2729.157648,2847.147457,2879.023135,2895.997294,3075.45575,3211.324986,3287.6171,3456.889822,3545.303295,3707.096453,3855.179334,4066.170924,4272.768157,4399.81815,4381.214607,4506.727024,4783.026049,4951.759338,5061.103826,4965.547121,4725.058605,4264.323451,4269.952602,4415.670763,4346.525781,4481.825224,4671.188874,4730.448171,4847.596473,4911.554334,4911.511823,5228.495713,5459.06799,5563.022427,5651.680405,5585.138677,5758.275996,6020.761767,6125.903268,6230.479489,6332.836909,6434.392131,6606.156491,6792.109875,6954.039206,7351.860868,7841.92586,8095.309726,7911.7952,8199.414621,8449.962612,8753.225624,8852.401121,9065.026452,9296.002107,9583.860889,9791.995681
Caribbean small states,CSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,4916.277826,5020.046407,5244.68436,5460.586582,5653.123852,5689.993192,6098.055553,5992.219623,5727.321076,5573.517639,5530.446486,5706.455562,5996.67271,6195.517422,6101.831459,6060.401593,6080.242806,5851.800542,5819.142342,5735.473216,5738.476222,5767.030495,5854.718996,6087.755467,6121.939873,6150.499715,6068.541251,6178.42569,6296.508177,6435.901057,6599.931431,6750.015367,6899.74037,7134.539337,7331.643961,7429.498142,7654.439305,8038.204641,8308.298071,8558.331571,9069.133411,9295.101868,9355.413993,8970.52552,9039.288633,9075.82274,9140.485318,9172.523645,9169.712516,9226.215755,9001.24386,8955.868882
Cuba,CUB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2249.082583,2399.509563,2472.033799,2514.928001,2501.703622,2703.064484,2818.186697,3034.888483,3209.515298,3222.573487,3048.249291,3630.298942,3937.561083,4133.520809,4438.883602,4480.270013,4447.008183,4297.295314,4409.312176,4394.018907,4225.943975,3745.230527,3289.981998,2784.725497,2790.098674,2844.120537,3051.682842,3121.538767,3112.345295,3291.304494,3473.243494,3572.396058,3613.136357,3741.206408,3949.347798,4385.002484,4908.879332,5261.896726,5475.581071,5550.705973,5676.141403,5824.103628,5985.201531,6133.473727,6182.773703,6444.980113,,
Curacao,CUW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,7618.118754,9236.578358,10746.57195,11539.49139,12584.31728,13164.53487,13273.64598,13907.39773,14563.13774,15634.65778,16199.88765,16608.35265,17589.45345,18908.80065,20122.65312,21156.95134,20768.77571,22124.5271,21747.82876,22559.50146,24030.2363,23965.52557,24234.41822,25192.43326,26114.99869,27317.80369,27998.01692,28619.82646,28974.13482,29895.75294,30565.7818,31415.82316,32236.59055,32651.90559,31223.62178,30818.46396,30138.59351,28775.07467,27130.56836,27045.76793,27738.50325,28448.82236,29432.66573
Czech Republic,CZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.6576,12393.60008,12318.22051,12313.04032,12666.68851,13462.9868,14047.84332,13979.36297,13946.61807,14160.91238,14806.58347,15294.62929,15577.3922,16143.26364,16930.1897,18011.3867,19193.75482,20151.17812,20520.77996,19424.27306,19808.07109,20118.58781,19929.76407,19826.79194,20343.68375,21381.70308,21894.11265,22779.2919
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,19624.74976,20202.43374,20970.62643,21903.40351,22089.74897,21980.08789,23167.05926,23996.77291,24740.23653,25755.65781,26064.38931,26162.45463,26083.95215,26563.64494,27408.09981,28108.89301,28738.68261,29096.91018,30057.94148,30988.58946,32337.10102,33742.21922,34130.8524,33583.00604,34289.12475,34782.56863,34965.69089,35560.20929,36258.67443,36955.28961,37998.42531,38577.72563,38512.92004,38218.34965,38673.88811,38969.3217,40456.85738,41831.86709,42365.0975,40086.10476,41785.55691,44125.33141,44259.25991,44354.73689,45022.56535,45412.55681,45923.00757,46747.19247
Djibouti,DJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.990724,,,,,,,
Dominica,DMA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2519.283957,2784.348256,2250.098669,2557.698934,2864.460654,2991.024341,3088.915701,3279.964821,3347.811139,3615.097725,3922.085059,4295.047828,4314.674498,4561.639799,4594.813205,4680.428657,4743.064371,4799.965907,4895.094675,5040.161193,5143.641636,5435.264384,5502.699817,5541.346784,5568.042544,5458.360563,5855.398192,6021.139065,5994.701868,6154.642176,6530.488651,6983.303106,6886.596951,6912.435714,6869.734475,6765.235391,6691.06428,6951.032398,6738.661245,6880.625795,6556.65178
Denmark,DNK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,21075.59952,22263.99853,23343.23405,23307.60992,25265.47696,26211.33679,26714.38425,27411.47329,28328.06847,29953.00938,30541.92613,31241.86663,32284.27457,33403.11631,32874.77597,32302.68822,34130.58966,34660.81236,35322.58788,36599.22937,36378.19382,36146.13259,37505.54068,38505.63876,40130.85564,41720.65741,43708.25469,43763.90411,43736.68079,43992.47843,44569.01112,45073.02521,45803.40009,45655.91862,47928.3658,49122.88193,50262.2255,51685.98052,52640.93952,54013.77798,55850.63643,56108.96272,56190.81452,56256.76761,57608.73489,58792.67138,60892.76661,61174.54515,60504.7753,57229.05164,58041.41122,58575.61892,58487.78637,58788.08179,59437.9339,59967.74282,60670.23721,61582.16607
Dominican Republic,DOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1326.905282,1253.49312,1419.27185,1462.815958,1512.181817,1282.153297,1410.263412,1413.481615,1375.213823,1481.075122,1701.618986,1834.465644,1970.335757,2165.509283,2236.013158,2292.548946,2386.194538,2444.365967,2437.398637,2488.408087,2625.035925,2675.52056,2660.439356,2722.633652,2697.407597,2584.296731,2619.727898,2825.890294,2828.817498,2894.753715,2683.256345,2656.095893,2897.600032,3052.581674,3074.763457,3192.193258,3325.423504,3561.301588,3739.543847,3899.288326,4017.431169,4052.581492,4169.945552,4051.683137,4094.076257,4414.812085,4751.041363,5031.953697,5122.22509,5101.216752,5453.926861,5552.395627,5631.468069,5833.435171,6203.725971,6562.767094,6917.604944,7153.078718
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2466.038238,2078.221933,1628.388725,2133.318607,2200.813876,2276.146998,2107.800391,2242.450417,2414.016695,2543.563265,2691.802317,2321.350402,2877.745265,2906.700502,3039.420571,3104.493573,3270.680356,3345.378017,3548.900065,3702.77745,3620.703537,3616.016313,3729.257178,3809.803763,3900.85048,3924.709271,3825.904018,3691.647555,3554.62274,3613.146593,3550.032672,3422.638618,3403.903452,3259.84368,3164.898577,3223.55756,3297.863375,3281.102139,3397.410198,3457.137046,3541.072037,3600.437254,3754.516275,3974.175032,4091.144235,4273.312751,4282.328231,4359.375748,4390.499633,4386.038896,4463.394675,4504.920098,4564.435017,4596.219627,4675.885024,4759.595242,4827.724251,4825.178585
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,288.7651328,256.4724298,252.7746176,260.650655,279.5033031,299.5967605,313.4632232,302.5313183,302.5289774,325.9930424,357.5836568,371.5997387,380.955538,403.0423492,411.301882,429.4297201,436.3227216,462.6893538,497.0262912,524.1864793,555.5894023,578.8112555,603.3448692,636.8801734,686.0621217,723.8513789,761.1020284,813.6469178,875.8464268,912.4134513,946.4267149,1006.217282,1099.054405,1202.673986,1313.572038,1423.358906,1531.860949,1620.213311,1630.101969,1711.602147,1821.967485,1926.088342,2059.061576,2219.858451,2398.609881,2610.67447,2869.771289,3195.164842,3439.579703,3677.875946,4008.910458,4317.139908,4607.845816,4903.598404,5197.230214,5495.109203,5800.725561,6137.731895
Early-demographic dividend,EAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1123.487931,1145.24085,1166.438924,1199.82755,1268.300282,1306.029936,1325.898307,1364.215631,1426.38622,1479.486016,1570.134559,1621.510668,1693.390448,1777.236267,1846.62586,1841.383645,1933.205195,1958.542463,1928.961437,1947.202288,1937.034546,1957.161688,1904.010487,1855.625214,1846.468539,1816.879726,1825.570079,1835.092031,1856.373882,1847.766077,1911.749297,1967.381843,2011.01839,2039.258711,2057.373231,2071.9283,2143.878226,2202.826096,2202.805693,2195.14243,2252.43947,2234.238843,2230.997297,2298.201512,2412.435266,2523.766842,2640.742791,2760.856799,2815.729224,2792.375176,2927.961205,3035.252193,3117.675026,3205.246257,3286.88532,3392.360277,3497.886246,3610.453799
East Asia & Pacific,EAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1283.908696,1354.848631,1419.895649,1494.785993,1615.671284,1682.219584,1786.50723,1892.401418,2039.531958,2217.251334,2228.752532,2283.606923,2396.090007,2524.691322,2485.481111,2521.926576,2584.493128,2673.293088,2781.391122,2898.701023,2958.712388,3047.714168,3116.212023,3192.217671,3325.940675,3456.443559,3557.396618,3702.700991,3914.890497,4051.171908,4194.665808,4319.341799,4409.240622,4492.0752,4628.661042,4807.180684,4993.328789,5108.943796,5049.809632,5149.709859,5350.872743,5445.228496,5594.411603,5786.365397,6037.855815,6295.72768,6596.03397,6973.348642,7168.063685,7218.34688,7676.519196,7977.521418,8294.496869,8629.710802,8924.758276,9233.881934,9547.669364,9914.871663
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6438.91064,6306.030205,5945.471131,5303.3234,4996.33719,4466.598777,4406.882784,4404.491545,4518.256825,4436.831375,4530.172377,4891.320247,5022.309784,5301.550302,5661.528534,6124.707679,6554.786876,7078.045167,7609.254924,7920.197707,7412.795741,7756.547778,8220.010691,8472.652909,8760.669922,8901.821557,8897.775232,8977.83981,9284.089292
Europe & Central Asia,ECS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,11454.77707,11790.59994,12252.71169,12884.9811,13085.59496,12928.31261,13448.27951,13739.46756,14084.73441,14513.32769,14622.31577,14600.00185,14651.364,14848.70321,15154.91957,15481.57094,15813.1294,16194.20486,16768.93504,17259.09411,17568.03902,17576.01004,17398.22539,17189.50772,17334.7756,17675.12493,17960.99531,18463.82051,18896.81926,19420.05965,20233.53951,20647.5212,20969.52047,21306.30399,21933.25098,22470.35869,23283.01063,24059.12763,24204.70591,23028.55345,23531.20147,24040.74504,24014.35613,24115.38795,24442.27636,24805.14337,25139.25265,25682.87913
Ecuador,ECU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2244.446381,2215.091771,2250.613936,2271.3713,2378.825121,2419.57711,2341.967315,2379.595226,2355.276298,2394.658606,2486.442408,2568.336106,2621.737881,2904.709958,3141.765751,3392.08785,3545.577282,3507.296946,3610.640309,3648.753526,3687.394057,3795.97112,3723.862977,3619.347213,3622.792175,3672.847667,3707.107527,3607.547072,3727.854725,3675.454316,3720.936633,3790.508814,3782.188565,3770.346315,3844.784439,3847.507292,3832.76269,3917.655997,3966.173489,3706.649777,3678.902316,3759.894861,3848.266846,3888.341901,4139.080573,4286.515247,4400.859602,4421.902428,4624.196579,4573.247084,4657.302361,4943.422704,5140.262907,5311.212121,5428.714031,5352.876457,5191.09956,5269.61757
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,631.12839,641.1322044,666.7918739,707.9252921,745.4580245,763.349667,751.4195226,736.6841306,737.6143832,768.5328544,792.3519495,800.9422281,799.1376395,787.2898082,789.299269,840.8611563,942.1856877,1038.84114,1073.293163,1111.044565,1192.58146,1206.798697,1293.095727,1353.347911,1398.345158,1450.995468,1448.914894,1444.592257,1479.863571,1512.97214,1560.083351,1540.943815,1574.84393,1587.73138,1618.584783,1661.331765,1711.465061,1772.210449,1810.169332,1885.743144,1950.606982,1982.111633,1990.992161,2015.897997,2059.377515,2112.48797,2217.39483,2333.467313,2456.731426,2524.432444,2602.479549,2593.596902,2593.226466,2591.059451,2608.375197,2665.351614,2725.675733,2785.370021
Euro area,EMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10808.76076,11426.12979,12043.84948,12619.37834,13190.76814,13722.26434,14326.54504,14975.29112,15702.14704,16683.09073,17516.88531,18081.90517,18841.26428,19872.64417,20391.7082,20130.81493,21047.00979,21610.39609,22200.04534,22962.89039,23360.46409,23393.27219,23498.70207,23776.87679,24299.29051,24812.62158,25371.02904,25943.5168,26969.73061,27954.17023,28818.88917,29474.09082,29752.27263,29435.60338,30075.54758,30740.08018,31188.00314,31957.63295,32836.35916,33729.87841,34916.69293,35533.90232,35722.27549,35785.39211,36416.45628,36845.66407,37860.979,38815.7134,38796.49742,36924.03812,37605.14595,38291.19819,37865.39869,37643.64172,38017.12481,38687.9875,39259.42319,40088.65413
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.1954289,431.7854578,525.7242168,539.9261479,584.953705,622.2366459,620.9174847,606.3255127,571.6032306,603.1051001,601.0342469,565.7250537,556.0356399,554.4881994,535.9296731,532.2314773,471.1666248,480.608925,482.1490904,514.1795982,,,,,,
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7359.967789,8155.174542,8884.774809,9652.374306,10064.26481,10578.10915,11229.02619,11573.09776,12176.30756,13130.81842,13542.96371,14002.87285,14977.7799,15966.91633,16680.80807,16590.88241,16958.83044,17261.657,17346.36484,17201.25763,17440.58138,17294.10011,17404.8531,17626.85455,17867.09045,18215.7362,18752.24053,19741.18923,20702.91918,21668.25805,22464.73292,22978.12502,23078.33609,22722.15468,23153.1728,23686.84349,24219.32758,25007.89437,25977.00098,27032.22071,28335.00183,29264.88145,29685.36395,30082.62648,30504.35743,31110.01413,31865.36917,32459.91738,32303.24148,30874.12601,30736.62785,30321.70487,29414.85692,29008.02098,29496.37893,30532.44997,31505.6122,32405.75081
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7313.740904,7817.604638,8840.261057,9293.07551,9186.392954,10108.20529,10816.60315,11546.77265,12481.18961,13346.39831,14681.22537,16285.00672,17627.02972,16716.50316,14282.6035,14638.60482,15798.63278,16538.2126,16918.58711,17453.36713,17733.95766,18094.5873,18977.3944
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,227.7834435,223.5776599,234.7267161,220.9271452,190.1402497,201.9745326,222.7095989,216.6639715,208.7868738,207.2197814,185.7299005,163.6232806,178.6086473,177.9948728,182.7088782,199.0050217,199.1113029,186.6614019,190.6915483,196.5049622,206.7431435,203.9059129,193.8669151,214.0448316,232.7832002,251.0560465,272.391198,293.8533133,311.3677438,341.3099092,369.58442,391.1317953,421.3841357,452.7782361,487.2900106,511.1874265,549.8478728
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10056.66349,10529.07129,10961.92166,11424.25596,11955.64125,12378.37271,12812.49702,13287.06116,13866.94534,14575.89131,15327.35552,15801.6973,16441.36606,17340.02644,17626.93301,17398.02158,18112.6228,18545.21378,19068.16693,19722.2098,19930.04588,19920.81622,20061.67657,20382.94597,20837.24063,21330.8026,21839.29356,22417.02241,23329.79961,24117.03155,24750.33778,25052.87637,25241.25256,25117.273,25767.59504,26403.63774,26886.44673,27613.99938,28395.4843,29194.33914,30282.99955,30888.61681,31228.0601,31522.18935,32203.56696,32753.2935,33723.54278,34626.92143,34663.28679,33056.42608,33677.00264,34279.1075,34059.02927,34045.56745,34531.85582,35226.03515,35809.95475,36593.03112
Fragile and conflict affected situations,FCS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.700784,1099.524031,1084.881606,1027.442534,1141.661362,903.8234473,927.3815192,959.5824614,966.2265474,973.5459785,1014.596584,1065.219024,1164.678347,1218.849465,1211.657399,1215.425404,1179.860508,1096.265348,1218.744812,1268.411408,1320.850159,1358.096514,1396.520188,1427.112401,1479.234068,1365.420315,1520.997267,1539.46966,1519.950584,1517.199801,1545.712409,1561.953824
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12195.32806,13030.45988,13328.08192,13668.94393,14305.21315,15013.66297,15312.41189,15560.01801,15847.10131,17377.44069,18373.79065,18783.12629,20116.00577,21399.00038,21976.2295,22273.79308,22283.2264,22274.20034,22858.81489,24424.29963,25660.58789,25882.20721,26532.20918,27197.71462,27922.28393,28789.48671,29478.42779,30441.13158,31934.10751,33437.88441,33514.92303,31360.95439,30148.43501,29782.54353,30822.60836,31997.00417,33059.09669,35021.58663,36824.84797,38372.22204,40450.37337,41399.94358,41993.68902,42729.02447,44277.8427,45353.26,47011.6576,49239.19396,49363.6972,45065.75349,46202.41516,47171.02206,46277.55628,45715.64682,45239.3688,45151.51216,45983.31333,47057.61905
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1774.205738,1774.500636,1775.601178,1825.164536,1853.661693,1751.379483,1705.635594,1887.447389,1992.037161,2000.586328,2207.626382,2310.562264,2432.211871,2659.335171,2674.067437,2635.995503,2657.762838,2764.152829,2764.433928,3041.520142,2928.128499,3038.386597,2783.01833,2605.760137,2764.070483,2594.705242,2768.995939,2574.443616,2594.763479,2781.211215,2926.351621,2820.840034,2956.499412,2977.502544,3085.864381,3122.913408,3235.3573,3130.720191,3141.87758,3392.172764,3315.067475,3368.93086,3470.458267,3501.140968,3678.925784,3689.067382,3732.003475,3667.452541,3667.860843,3580.397019,3651.966784,3719.88948,3744.277109,3894.262538,4084.199787,4211.058878,4195.968096,4322.986238
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12991.26772,13524.44929,14224.48198,14775.05916,15532.63473,16087.92299,16764.23192,17409.96594,18023.81084,19148.50878,20058.68168,20951.65281,21705.16085,22866.72094,23652.76134,23261.12808,24136.13478,24867.50195,25770.57565,26599.37664,26919.19431,27089.36618,27633.2438,27832.13868,28099.07142,28391.82943,28887.97934,29452.1407,30657.64594,31801.87438,32543.94242,32855.99599,33216.009,32869.77897,33515.71351,34091.16745,34442.18439,35122.74628,36237.963,37280.34107,38460.6821,38928.03031,39078.1987,39120.19614,39915.26454,40252.41822,40922.08323,41630.09374,41478.93741,40052.30512,40638.334,41283.1481,41158.88498,41183.51096,41374.76125,41642.31043,41968.98157,42567.74365
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47397.90292,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2320.582795,2294.370287,2301.688726,2330.423964,2361.386504,2473.406079,2506.23133,2644.515637,2577.726408,2721.862315,2617.989667,2455.608201,2534.355594,2579.481681,2706.829542,2760.984944,2782.273258,2840.873944,2758.104254,2824.930408,2834.905631,2795.301742,2749.006605,2795.226392,2861.771348,2961.787228,2901.881468,2784.557914,2716.322626,2838.869665,2823.433527,2863.33943
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4377.438877,4974.194554,5285.614366,5537.479761,5706.515462,6080.802586,6237.257474,6361.829072,6382.563804,6752.462624,7189.179172,7773.717831,8494.209169,9186.843931,12571.43426,14683.63656,19493.07716,16663.769,12365.55034,12130.8477,12139.81476,12443.88461,11755.45254,12096.7445,12665.98213,12042.60242,11624.54754,9369.584871,10284.66802,10860.36024,11117.2374,11483.10197,10835.25169,10969.93908,11085.35403,11342.37,11459.62263,11816.707,11925.95409,10593.39121,10137.6955,10098.74589,9823.392802,9789.019455,9595.98904,9579.493437,9041.80329,9299.59729,8715.581649,8450.06088,8754.142234,9060.714284,9212.456854,9408.19444,9508.284586,9598.441252,9552.783534,9442.026283
United Kingdom,GBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13827.44964,14075.85942,14142.25529,14592.14466,15227.99427,15552.45814,15783.91884,16061.94575,16620.86985,16891.62203,17934.19142,18481.73121,19211.55651,20422.48907,19906.84234,19613.86382,20189.60565,20689.65702,21557.84974,22344.36838,21865.12808,21688.99634,22132.99825,23059.57022,23547.16468,24479.42543,25185.8304,26465.99501,27925.08124,28568.12654,28691.29287,28291.92196,28321.03453,28967.15505,30014.5814,30674.60555,31373.34119,32556.3167,33480.16601,34442.10709,35576.76685,36341.70975,37077.64835,38132.84109,38813.02169,39740.90292,40418.7473,41050.40593,40536.13486,38545.91582,38893.01849,39150.75602,39455.41214,39996.5019,40908.74586,41536.91912,42039.73636,42514.48745
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,1785.342487,1898.050954,1996.994634,2067.151951,2145.752232,2381.250348,2414.827007,2458.353416,2594.769328,2798.91413,2983.401183,3142.573296,3336.482449,3563.48866,3798.061571,3938.532762,4112.120839,4159.063632,4300.024857,4494.839048,4675.786657,4255.562256,4274.683538,4467.710299,4135.373095,3524.778752,2761.555056,1509.877269,1059.310421,958.8062159,1010.250679,1152.091557,1297.023189,1350.496688,1400.104016,1436.879497,1516.879883,1610.707253,1812.111762,1943.558701,2158.094533,2391.414647,2722.151531,2821.080743,2753.639266,2964.477034,3220.391348,3469.671701,3633.740883,3851.723415,3973.219348,4083.998158,4290.16785
